,split,goldblue,goldred,bTowers,rTowers,bKills,rKills,bResult,rResult
2741,"838    2018-W
Name: split, dtype: object",56200,45382,8,3,13,4,1,0
2742,"850    2018-W
Name: split, dtype: object",63196,54554,8,5,17,8,1,0
2743,"862    2018-W
Name: split, dtype: object",46238,34110,7,0,19,5,1,0
2744,"874    2018-W
Name: split, dtype: object",71298,64993,8,3,19,19,1,0
2745,"886    2018-W
Name: split, dtype: object",55433,45543,7,0,5,1,1,0
2746,"898    2018-W
Name: split, dtype: object",86623,83283,8,6,23,8,1,0
2747,"910    2018-W
Name: split, dtype: object",79123,81580,9,6,28,18,1,0
2748,"922    2018-W
Name: split, dtype: object",55623,64302,3,7,6,12,0,1
2749,"934    2018-W
Name: split, dtype: object",72657,86101,7,10,26,23,0,1
2750,"946    2018-W
Name: split, dtype: object",70765,73691,7,8,6,16,0,1
2751,"958    2018-W
Name: split, dtype: object",50486,64808,1,11,4,12,0,1
2752,"970    2018-W
Name: split, dtype: object",42216,50571,3,8,4,12,0,1
2753,"982    2018-W
Name: split, dtype: object",59733,79629,0,11,7,24,0,1
2754,"994    2018-W
Name: split, dtype: object",53220,66099,3,11,6,13,0,1
2755,"1006    2018-W
Name: split, dtype: object",69953,56952,9,3,18,13,1,0
2756,"1018    2018-W
Name: split, dtype: object",53362,65762,2,10,8,15,0,1
2757,"1030    2018-W
Name: split, dtype: object",50565,38516,8,3,16,4,1,0
2758,"1042    2018-W
Name: split, dtype: object",61752,47609,9,1,14,4,1,0
2759,"1054    2018-W
Name: split, dtype: object",38095,52995,0,10,5,13,0,1
2760,"1066    2018-W
Name: split, dtype: object",53565,36670,9,0,18,5,1,0
2761,"1078    2018-W
Name: split, dtype: object",48223,63667,2,10,12,21,0,1
2762,"1090    2018-W
Name: split, dtype: object",52634,70376,2,10,9,27,0,1
2763,"1102    2018-W
Name: split, dtype: object",44249,55638,1,8,4,15,0,1
2764,"1114    2018-W
Name: split, dtype: object",73141,58172,11,3,24,13,1,0
2765,"1126    2018-W
Name: split, dtype: object",46398,59224,2,9,4,17,0,1
2766,"1138    2018-W
Name: split, dtype: object",40853,54228,1,10,7,20,0,1
2767,"1150    2018-W
Name: split, dtype: object",75203,77161,7,10,16,13,1,0
2768,"1162    2018-W
Name: split, dtype: object",65882,55282,9,1,7,2,1,0
2769,"1174    2018-W
Name: split, dtype: object",65899,79895,2,10,7,12,0,1
2770,"1186    2018-W
Name: split, dtype: object",62128,50734,11,2,12,4,1,0
2771,"1198    2018-W
Name: split, dtype: object",67795,54503,10,3,16,7,1,0
2772,"1210    2018-W
Name: split, dtype: object",48897,39751,8,3,8,3,1,0
2773,"1222    2018-W
Name: split, dtype: object",61190,42237,11,1,15,1,1,0
2774,"1234    2018-W
Name: split, dtype: object",59755,76000,3,10,6,19,0,1
2775,"1246    2018-W
Name: split, dtype: object",56943,42323,10,2,16,5,1,0
2776,"1258    2018-W
Name: split, dtype: object",58559,49282,10,3,14,11,1,0
2777,"1270    2018-W
Name: split, dtype: object",66369,58195,7,2,18,15,1,0
2778,"1282    2018-W
Name: split, dtype: object",38571,55166,1,9,4,20,0,1
2779,"1294    2018-W
Name: split, dtype: object",54368,40041,10,1,15,6,1,0
2780,"1306    2018-W
Name: split, dtype: object",80613,84340,8,5,12,10,1,0
2781,"1318    2018-W
Name: split, dtype: object",50356,62082,1,11,12,10,0,1
2782,"1330    2018-W
Name: split, dtype: object",57698,43451,9,1,16,4,1,0
2783,"1342    2018-W
Name: split, dtype: object",55292,44125,9,1,18,11,1,0
2784,"1354    2018-W
Name: split, dtype: object",60911,47931,9,2,22,12,1,0
2785,"1366    2018-W
Name: split, dtype: object",54460,36809,10,0,20,3,1,0
2786,"1378    2018-W
Name: split, dtype: object",54125,64059,2,10,9,13,0,1
2787,"1390    2018-W
Name: split, dtype: object",72726,59245,10,3,27,13,1,0
2788,"1402    2018-W
Name: split, dtype: object",41498,56632,1,10,6,21,0,1
2789,"1414    2018-W
Name: split, dtype: object",54487,66067,0,10,7,22,0,1
2790,"1426    2018-W
Name: split, dtype: object",53883,43917,9,2,24,12,1,0
2791,"10    2019-1
Name: split, dtype: object",54150,57315,4,8,12,11,0,1
2792,"22    2019-1
Name: split, dtype: object",71630,60845,10,4,16,6,1,0
2793,"34    2019-1
Name: split, dtype: object",54717,58429,3,7,8,12,0,1
2794,"46    2019-1
Name: split, dtype: object",36081,49990,0,10,3,12,0,1
2795,"58    2019-1
Name: split, dtype: object",42731,54230,2,9,5,19,0,1
2796,"70    2019-1
Name: split, dtype: object",52954,37015,9,1,22,5,1,0
2797,"82    2019-1
Name: split, dtype: object",52355,44158,8,1,12,3,1,0
2798,"94    2019-1
Name: split, dtype: object",68879,75455,3,8,9,11,0,1
2799,"106    2019-1
Name: split, dtype: object",48487,32702,11,0,21,4,1,0
2800,"118    2019-1
Name: split, dtype: object",48541,56296,2,7,6,11,0,1
2801,"130    2019-1
Name: split, dtype: object",55034,40679,8,0,12,4,1,0
2802,"142    2019-1
Name: split, dtype: object",54227,65083,1,9,6,6,0,1
2803,"154    2019-1
Name: split, dtype: object",72067,59997,9,2,12,2,1,0
2804,"166    2019-1
Name: split, dtype: object",51125,57864,2,9,6,12,0,1
2805,"178    2019-1
Name: split, dtype: object",71178,60346,11,0,13,3,1,0
2806,"190    2019-1
Name: split, dtype: object",67332,51185,11,1,12,3,1,0
2807,"202    2019-1
Name: split, dtype: object",54110,64788,1,7,4,14,0,1
2808,"214    2019-1
Name: split, dtype: object",36122,52613,0,8,4,19,0,1
2809,"226    2019-1
Name: split, dtype: object",65696,48154,9,0,19,6,1,0
2810,"238    2019-1
Name: split, dtype: object",61709,73772,1,9,6,18,0,1
2811,"250    2019-1
Name: split, dtype: object",60805,51093,9,0,9,7,1,0
2812,"262    2019-1
Name: split, dtype: object",43974,56693,0,10,1,10,0,1
2813,"274    2019-1
Name: split, dtype: object",53654,41567,9,0,16,5,1,0
2814,"286    2019-1
Name: split, dtype: object",70370,64205,9,2,24,17,1,0
2815,"298    2019-1
Name: split, dtype: object",55955,69214,1,11,4,15,0,1
2816,"310    2019-1
Name: split, dtype: object",61654,42308,11,0,15,1,1,0
2817,"322    2019-1
Name: split, dtype: object",41875,58806,0,7,0,14,0,1
2818,"334    2019-1
Name: split, dtype: object",58066,67183,2,10,15,18,0,1
2819,"346    2019-1
Name: split, dtype: object",57698,46262,8,0,19,9,1,0
2820,"358    2019-1
Name: split, dtype: object",62410,73886,3,11,6,16,0,1
2821,"370    2019-1
Name: split, dtype: object",62634,47773,11,2,14,5,1,0
2822,"382    2019-1
Name: split, dtype: object",57627,48276,8,1,17,9,1,0
2823,"394    2019-1
Name: split, dtype: object",67470,73398,2,11,16,12,0,1
2824,"406    2019-1
Name: split, dtype: object",55330,66058,2,9,2,13,0,1
2825,"418    2019-1
Name: split, dtype: object",49996,42908,11,2,8,0,1,0
2826,"430    2019-1
Name: split, dtype: object",74293,65712,11,3,21,14,1,0
2827,"442    2019-1
Name: split, dtype: object",58367,68584,3,9,7,13,0,1
2828,"454    2019-1
Name: split, dtype: object",61425,51288,9,2,14,2,1,0
2829,"466    2019-1
Name: split, dtype: object",54182,43319,10,1,12,1,1,0
2830,"478    2019-1
Name: split, dtype: object",79098,68574,10,2,14,4,1,0
2831,"490    2019-1
Name: split, dtype: object",59828,46686,11,0,9,3,1,0
2832,"502    2019-1
Name: split, dtype: object",61185,61659,4,7,9,12,0,1
2833,"514    2019-1
Name: split, dtype: object",75779,68956,8,4,24,12,1,0
2834,"526    2019-1
Name: split, dtype: object",61241,49282,11,2,16,6,1,0
2835,"538    2019-1
Name: split, dtype: object",74030,83858,4,10,13,21,0,1
2836,"550    2019-1
Name: split, dtype: object",66132,52128,10,2,20,8,1,0
2837,"562    2019-1
Name: split, dtype: object",80066,70741,11,3,16,10,1,0
2838,"574    2019-1
Name: split, dtype: object",68795,71393,4,8,19,17,0,1
2839,"586    2019-1
Name: split, dtype: object",70675,63322,9,1,15,14,1,0
2840,"598    2019-1
Name: split, dtype: object",62139,72130,4,7,6,19,0,1
2841,"610    2019-1
Name: split, dtype: object",55141,45480,9,3,13,3,1,0
2842,"622    2019-1
Name: split, dtype: object",39046,47479,3,9,5,11,0,1
2843,"634    2019-1
Name: split, dtype: object",86317,75636,8,10,23,12,1,0
2844,"646    2019-1
Name: split, dtype: object",32795,46006,1,9,2,16,0,1
2845,"658    2019-1
Name: split, dtype: object",44860,57303,2,9,1,14,0,1
2846,"670    2019-1
Name: split, dtype: object",61241,52707,10,5,12,4,1,0
2847,"682    2019-1
Name: split, dtype: object",54938,44323,7,0,12,2,1,0
2848,"694    2019-1
Name: split, dtype: object",78189,70737,11,2,10,10,1,0
2849,"706    2019-1
Name: split, dtype: object",46722,61758,0,11,4,14,0,1
2850,"718    2019-1
Name: split, dtype: object",59082,43450,11,1,15,3,1,0
2851,"730    2019-1
Name: split, dtype: object",70850,73323,8,4,13,9,1,0
2852,"742    2019-1
Name: split, dtype: object",61915,70109,5,7,9,17,0,1
2853,"754    2019-1
Name: split, dtype: object",77055,89200,9,7,16,18,0,1
2854,"766    2019-1
Name: split, dtype: object",53522,39004,8,0,12,3,1,0
2855,"778    2019-1
Name: split, dtype: object",64634,69300,4,8,6,14,0,1
2856,"790    2019-1
Name: split, dtype: object",58708,44466,10,1,18,6,1,0
2857,"802    2019-1
Name: split, dtype: object",55780,63327,2,8,3,18,0,1
2858,"814    2019-1
Name: split, dtype: object",49147,60206,2,10,7,15,0,1
2859,"826    2019-1
Name: split, dtype: object",64821,47376,10,0,16,4,1,0
2860,"838    2019-1
Name: split, dtype: object",52783,59490,3,9,2,13,0,1
2861,"850    2019-1
Name: split, dtype: object",66908,71647,2,8,15,12,0,1
2862,"862    2019-1
Name: split, dtype: object",70254,75344,2,11,9,15,0,1
2863,"874    2019-1
Name: split, dtype: object",86266,74300,10,3,12,6,1,0
2864,"886    2019-1
Name: split, dtype: object",45368,57121,1,7,2,13,0,1
2865,"898    2019-1
Name: split, dtype: object",70995,76461,2,8,3,12,0,1
2866,"910    2019-1
Name: split, dtype: object",57230,41295,10,0,20,3,1,0
2867,"922    2019-1
Name: split, dtype: object",57395,40032,11,0,17,4,1,0
2868,"934    2019-1
Name: split, dtype: object",54606,63210,3,7,9,20,0,1
2869,"946    2019-1
Name: split, dtype: object",61053,46193,10,0,14,4,1,0
2870,"958    2019-1
Name: split, dtype: object",55017,62522,1,10,2,8,0,1
2871,"970    2019-1
Name: split, dtype: object",64569,55194,8,1,14,11,1,0
2872,"982    2019-1
Name: split, dtype: object",59086,72641,3,9,11,22,0,1
2873,"994    2019-1
Name: split, dtype: object",79203,74570,7,5,15,20,1,0
2874,"1006    2019-1
Name: split, dtype: object",79698,64082,10,2,18,7,1,0
2875,"1018    2019-1
Name: split, dtype: object",51390,62795,1,10,8,18,0,1
2876,"1030    2019-1
Name: split, dtype: object",79030,64295,11,1,23,7,1,0
2877,"1042    2019-1
Name: split, dtype: object",56949,42025,8,1,8,1,1,0
2878,"1054    2019-1
Name: split, dtype: object",46769,35862,9,0,17,9,1,0
2879,"1066    2019-1
Name: split, dtype: object",65408,49303,11,2,14,3,1,0
2880,"1078    2019-1
Name: split, dtype: object",41951,54271,1,11,6,18,0,1
2881,"1090    2019-1
Name: split, dtype: object",66698,57641,11,2,19,11,1,0
2882,"1102    2019-1
Name: split, dtype: object",57913,65841,2,11,5,12,0,1
2883,"1114    2019-1
Name: split, dtype: object",60054,71357,4,8,8,16,0,1
2884,"1126    2019-1
Name: split, dtype: object",64058,55602,11,3,17,6,1,0
2885,"1138    2019-1
Name: split, dtype: object",72783,62294,11,1,14,9,1,0
2886,"1150    2019-1
Name: split, dtype: object",75092,61806,11,3,15,5,1,0
2887,"1162    2019-1
Name: split, dtype: object",65557,58643,9,3,17,5,1,0
2888,"1174    2019-1
Name: split, dtype: object",65107,58809,9,2,8,3,1,0
2889,"1186    2019-1
Name: split, dtype: object",54230,67275,0,11,4,10,0,1
2890,"1198    2019-1
Name: split, dtype: object",71603,70835,7,8,5,13,0,1
2891,"1210    2019-1
Name: split, dtype: object",48982,59520,0,8,5,15,0,1
2892,"1222    2019-1
Name: split, dtype: object",50077,63719,1,10,9,23,0,1
2893,"1234    2019-1
Name: split, dtype: object",68716,76269,4,7,19,27,0,1
2894,"1246    2019-1
Name: split, dtype: object",60345,55736,9,2,16,4,1,0
2895,"1258    2019-1
Name: split, dtype: object",57551,45290,10,1,16,3,1,0
2896,"1270    2019-1
Name: split, dtype: object",42914,53908,0,10,3,11,0,1
2897,"1282    2019-1
Name: split, dtype: object",56118,46262,11,0,13,3,1,0
2898,"1294    2019-1
Name: split, dtype: object",53064,45919,6,3,18,12,1,0
2899,"1306    2019-1
Name: split, dtype: object",65626,75724,4,7,11,24,0,1
2900,"1318    2019-1
Name: split, dtype: object",81134,77193,11,3,17,9,1,0
2901,"1330    2019-1
Name: split, dtype: object",55720,42282,9,1,14,2,1,0
2902,"1342    2019-1
Name: split, dtype: object",61350,65963,3,9,15,20,0,1
2903,"1354    2019-1
Name: split, dtype: object",50013,39812,8,1,17,6,1,0
2904,"1366    2019-1
Name: split, dtype: object",55229,67244,3,10,12,23,0,1
2905,"1378    2019-1
Name: split, dtype: object",61410,47752,11,3,16,2,1,0
2906,"1390    2019-1
Name: split, dtype: object",68525,71549,8,7,16,19,0,1
2907,"1402    2019-1
Name: split, dtype: object",78325,66972,7,5,16,10,1,0
2908,"1414    2019-1
Name: split, dtype: object",52447,39012,8,1,13,4,1,0
2909,"1426    2019-1
Name: split, dtype: object",62529,53206,10,1,14,3,1,0
2910,"1438    2019-1
Name: split, dtype: object",64242,56271,10,3,11,7,1,0
2911,"1450    2019-1
Name: split, dtype: object",71398,58110,8,2,15,9,1,0
2912,"1462    2019-1
Name: split, dtype: object",52733,36793,10,0,18,4,1,0
2913,"1474    2019-1
Name: split, dtype: object",79265,73549,10,4,19,13,1,0
2914,"1486    2019-1
Name: split, dtype: object",57149,45045,9,2,15,6,1,0
2915,"1498    2019-1
Name: split, dtype: object",59604,70457,4,11,6,11,0,1
2916,"1510    2019-1
Name: split, dtype: object",84165,76904,11,6,16,14,1,0
2917,"1522    2019-1
Name: split, dtype: object",72968,81198,6,9,14,23,0,1
2918,"1534    2019-1
Name: split, dtype: object",58333,46832,9,2,18,2,1,0
2919,"1546    2019-1
Name: split, dtype: object",41121,58341,0,7,5,22,0,1
2920,"1558    2019-1
Name: split, dtype: object",68590,59437,11,3,14,7,1,0
2921,"1570    2019-1
Name: split, dtype: object",78899,68571,8,2,24,20,1,0
2922,"1582    2019-1
Name: split, dtype: object",68069,54190,10,1,14,4,1,0
2923,"1594    2019-1
Name: split, dtype: object",61162,48993,10,0,14,6,1,0
2924,"1606    2019-1
Name: split, dtype: object",62196,55126,7,3,21,19,1,0
2925,"1618    2019-1
Name: split, dtype: object",68231,60535,9,4,22,15,1,0
2926,"1630    2019-1
Name: split, dtype: object",52841,60023,4,9,11,20,0,1
2927,"1642    2019-1
Name: split, dtype: object",54232,48532,9,3,10,3,1,0
2928,"1654    2019-1
Name: split, dtype: object",53244,44356,11,1,4,6,1,0
2929,"1666    2019-1
Name: split, dtype: object",56878,62488,8,9,5,8,0,1
2930,"1678    2019-1
Name: split, dtype: object",61326,46799,10,0,16,2,1,0
2931,"1690    2019-1
Name: split, dtype: object",54136,65161,1,10,8,15,0,1
2932,"1702    2019-1
Name: split, dtype: object",56138,49542,9,2,17,18,1,0
2933,"1714    2019-1
Name: split, dtype: object",58824,66472,4,11,20,26,0,1
2934,"1726    2019-1
Name: split, dtype: object",61488,46954,9,1,10,1,1,0
2935,"1738    2019-1
Name: split, dtype: object",54724,63864,5,10,7,16,0,1
2936,"1750    2019-1
Name: split, dtype: object",61051,45171,11,1,12,0,1,0
2937,"1762    2019-1
Name: split, dtype: object",27966,41141,0,7,4,22,0,1
2938,"1774    2019-1
Name: split, dtype: object",81728,71937,10,4,16,8,1,0
2939,"1786    2019-1
Name: split, dtype: object",54416,41706,10,1,14,2,1,0
2940,"1798    2019-1
Name: split, dtype: object",65360,60814,7,2,12,12,1,0
2941,"1810    2019-1
Name: split, dtype: object",54494,42962,9,1,11,4,1,0
2942,"1822    2019-1
Name: split, dtype: object",53093,64596,3,9,2,22,0,1
2943,"1834    2019-1
Name: split, dtype: object",55029,64087,3,8,7,12,0,1
2944,"1846    2019-1
Name: split, dtype: object",63538,66661,5,11,9,15,0,1
2945,"1858    2019-1
Name: split, dtype: object",40548,55257,2,10,2,11,0,1
2946,"1870    2019-1
Name: split, dtype: object",70505,57136,9,1,23,4,1,0
2947,"1882    2019-1
Name: split, dtype: object",51645,39806,9,0,14,7,1,0
2948,"1894    2019-1
Name: split, dtype: object",40628,57093,0,11,2,12,0,1
2949,"1906    2019-1
Name: split, dtype: object",48746,56176,4,9,4,7,0,1
2950,"1918    2019-1
Name: split, dtype: object",55044,49871,8,3,16,6,1,0
2951,"1930    2019-1
Name: split, dtype: object",53480,60159,4,10,13,16,0,1
2952,"1942    2019-1
Name: split, dtype: object",46283,60969,1,10,4,16,0,1
2953,"1954    2019-1
Name: split, dtype: object",67285,55438,11,3,22,8,1,0
2954,"1966    2019-1
Name: split, dtype: object",60921,53455,9,4,17,12,1,0
2955,"1978    2019-1
Name: split, dtype: object",65786,50991,11,0,18,5,1,0
2956,"1990    2019-1
Name: split, dtype: object",65039,54350,9,1,26,13,1,0
2957,"2002    2019-1
Name: split, dtype: object",41123,54950,1,9,12,22,0,1
2958,"2014    2019-1
Name: split, dtype: object",44271,54360,1,7,10,23,0,1
2959,"2026    2019-1
Name: split, dtype: object",61798,65613,6,7,19,20,0,1
2960,"2038    2019-1
Name: split, dtype: object",58365,65650,3,7,15,16,0,1
2961,"2050    2019-1
Name: split, dtype: object",50512,36378,11,0,20,2,1,0
2962,"2062    2019-1
Name: split, dtype: object",61683,69259,3,8,8,14,0,1
2963,"2074    2019-1
Name: split, dtype: object",71577,75610,4,7,16,20,0,1
2964,"2086    2019-1
Name: split, dtype: object",60987,68353,3,8,9,19,0,1
2965,"2098    2019-1
Name: split, dtype: object",50617,55977,1,10,6,10,0,1
2966,"2110    2019-1
Name: split, dtype: object",52500,60096,2,10,10,21,0,1
2967,"2122    2019-1
Name: split, dtype: object",60827,67566,5,9,6,12,0,1
2968,"2134    2019-1
Name: split, dtype: object",61056,61577,7,6,13,10,1,0
2969,"2146    2019-1
Name: split, dtype: object",60130,50239,8,2,16,9,1,0
2970,"2158    2019-1
Name: split, dtype: object",53198,59136,3,11,4,6,0,1
2971,"2170    2019-1
Name: split, dtype: object",62272,50807,9,0,20,4,1,0
2972,"2182    2019-1
Name: split, dtype: object",58267,46288,10,1,22,8,1,0
2973,"2194    2019-1
Name: split, dtype: object",40897,54869,0,11,4,12,0,1
2974,"2206    2019-1
Name: split, dtype: object",32551,46845,0,10,0,10,0,1
2975,"2218    2019-1
Name: split, dtype: object",55665,44365,9,2,14,5,1,0
2976,"2230    2019-1
Name: split, dtype: object",61350,51041,9,1,18,6,1,0
2977,"2242    2019-1
Name: split, dtype: object",41153,49026,1,7,8,18,0,1
2978,"2254    2019-1
Name: split, dtype: object",64059,73908,2,11,7,16,0,1
2979,"2266    2019-1
Name: split, dtype: object",60353,54199,11,5,15,8,1,0
2980,"2278    2019-1
Name: split, dtype: object",66230,57456,11,4,12,3,1,0
2981,"2290    2019-1
Name: split, dtype: object",77180,67817,11,4,16,8,1,0
2982,"2302    2019-1
Name: split, dtype: object",80354,71967,8,5,28,14,1,0
2983,"2314    2019-1
Name: split, dtype: object",47367,64108,1,11,6,9,0,1
2984,"2326    2019-1
Name: split, dtype: object",64035,75133,4,7,11,22,0,1
2985,"2338    2019-1
Name: split, dtype: object",60086,61039,5,7,13,3,0,1
2986,"2350    2019-1
Name: split, dtype: object",66980,49974,11,0,17,2,1,0
2987,"2362    2019-1
Name: split, dtype: object",70871,83696,3,10,11,20,0,1
2988,"2374    2019-1
Name: split, dtype: object",35469,55271,0,9,3,18,0,1
2989,"2386    2019-1
Name: split, dtype: object",69492,78308,3,9,17,18,0,1
2990,"2398    2019-1
Name: split, dtype: object",105636,101744,11,3,18,15,1,0
2991,"2410    2019-1
Name: split, dtype: object",36909,52814,0,10,3,23,0,1
2992,"2422    2019-1
Name: split, dtype: object",71586,61815,7,0,10,0,1,0
2993,"2434    2019-1
Name: split, dtype: object",44582,62450,0,11,4,17,0,1
2994,"2446    2019-1
Name: split, dtype: object",64864,75369,3,9,9,13,0,1
2995,"2458    2019-1
Name: split, dtype: object",77767,78759,6,11,16,20,0,1
2996,"2470    2019-1
Name: split, dtype: object",72255,65874,6,5,12,8,1,0
2997,"2482    2019-1
Name: split, dtype: object",83302,83751,9,8,20,20,1,0
2998,"2494    2019-1
Name: split, dtype: object",59346,64966,3,9,7,11,0,1
2999,"2506    2019-1
Name: split, dtype: object",69867,76377,4,9,9,13,0,1
3000,"2518    2019-1
Name: split, dtype: object",62275,49188,10,0,20,4,1,0
3001,"2530    2019-1
Name: split, dtype: object",57183,73798,1,9,10,25,0,1
3002,"2542    2019-1
Name: split, dtype: object",55102,46848,7,1,12,9,1,0
3003,"2554    2019-1
Name: split, dtype: object",68487,57435,7,1,16,4,1,0
